id,n_clauses,fl_problem,nl_problem,nl_solution,fl_problem_renamed,dsl_problem_renamed
225,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b f e f b f e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,EF) = ∠(BF,EF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle b f e f b f e f",
226,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b f e f b f e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:EF = BF:EF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio b f e f b f e f",
227,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b f b g b f b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,BG) = ∠(BF,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b f b g b f b g",
228,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b f b g b f b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:BG = BF:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b f b g b f b g",
229,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock b f g b f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BFG are sameclock to BFG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock b f g b f g",
230,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b f f g b f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,FG) = ∠(BF,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b f f g b f f g",
231,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b f f g b f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:FG = BF:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b f f g b f f g",
232,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b g f g b g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,FG) = ∠(BG,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle b g f g b g f g",
233,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b g f g b g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:FG = BG:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio b g f g b g f g",
234,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle c d c e c d c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CE) = ∠(CD,CE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle c d c e c d c e",
235,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio c d c e c d c e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:CE = CD:CE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio c d c e c d c e",
236,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock c d e c d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> CDE are sameclock to CDE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? sameclock c d e c d e",
237,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle c d d e c d d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,DE) = ∠(CD,DE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle c d d e c d d e",
238,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio c d d e c d d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:DE = CD:DE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio c d d e c d d e",
239,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle c e d e c e d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CE,DE) = ∠(CE,DE) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqangle c e d e c e d e",
240,2,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio c e d e c e d e",,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CE:DE = CE:DE [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a ? eqratio c e d e c e d e",
241,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c d c f c d c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CF) = ∠(CD,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c d c f c d c f",
242,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c d c f c d c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:CF = CD:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c d c f c d c f",
243,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock c d f c d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> CDF are sameclock to CDF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock c d f c d f",
244,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c d d f c d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,DF) = ∠(CD,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c d d f c d d f",
245,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c d d f c d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:DF = CD:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c d d f c d d f",
246,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c f d f c f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CF,DF) = ∠(CF,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c f d f c f d f",
247,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c f d f c f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CF:DF = CF:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c f d f c f d f",
248,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle c d c g c d c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CG) = ∠(CD,CG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle c d c g c d c g",
249,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio c d c g c d c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:CG = CD:CG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio c d c g c d c g",
250,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock c d g c d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> CDG are sameclock to CDG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? sameclock c d g c d g",
251,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle c d d g c d d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,DG) = ∠(CD,DG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle c d d g c d d g",
252,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio c d d g c d d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:DG = CD:DG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio c d d g c d d g",
253,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle c g d g c g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CG,DG) = ∠(CG,DG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqangle c g d g c g d g",
254,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio c g d g c g d g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CG:DG = CG:DG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a; g = on_pline g c a b, on_aline g b c d f a ? eqratio c g d g c g d g",
255,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c e c f c e c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CE,CF) = ∠(CE,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqangle c e c f c e c f",
256,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c e c f c e c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CE:CF = CE:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? eqratio c e c f c e c f",
257,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock c e f c e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> CEF are sameclock to CEF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e a c d, on_line e d a; f = eqangle3 f d a b e c, on_circle f e a ? sameclock c e f c e f",
